Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
1047092,06/26/2006 01:13:24 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10307,250 PAGE AVENUE,PAGE AVENUE,SI RAPID TRANSIT,AMBOY ROAD,,,ADDRESS,STATEN ISLAND,,N/A,Pending,07/26/2006 01:13:24 PM,07/19/2006 12:04:06 AM,03 STATEN ISLAND,STATEN ISLAND,919248,127731,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.51702911462368,-74.23378525010125,"(40.51702911462368, -74.23378525010125)"
1051124,07/03/2006 12:49:51 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10309,15 LOCUST COURT,LOCUST COURT,ROSSVILLE AVENUE,ACORN COURT,,,ADDRESS,STATEN ISLAND,,N/A,Pending,07/17/2006 12:49:51 PM,07/19/2006 12:04:19 AM,03 STATEN ISLAND,STATEN ISLAND,925645,139016,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.54804880178172,-74.21087569376692,"(40.54804880178172, -74.21087569376692)"
1060519,07/25/2006 09:50:47 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10306,476 MIDLAND AVENUE,MIDLAND AVENUE,MORELAND STREET,KISWICK STREET,,,ADDRESS,STATEN ISLAND,,N/A,Pending,08/08/2006 09:50:47 AM,08/09/2006 12:03:04 AM,02 STATEN ISLAND,STATEN ISLAND,957369,148523,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.574296553080096,-74.09676260953617,"(40.574296553080096, -74.09676260953617)"
1072645,08/17/2006 08:28:38 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10308,,,,,LINDENWOOD ROAD,WIMAN AVENUE,INTERSECTION,STATEN ISLAND,,N/A,Pending,09/16/2006 08:28:38 PM,09/08/2006 12:08:22 AM,03 STATEN ISLAND,STATEN ISLAND,942529,137285,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.54339303460302,-74.1501122373528,"(40.54339303460302, -74.1501122373528)"
1082615,08/31/2006 10:29:25 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10301,6 HANNAH STREET,HANNAH STREET,BEND,SI RAPID TRANSIT,,,ADDRESS,STATEN ISLAND,,N/A,Pending,09/30/2006 10:29:25 AM,09/22/2006 12:03:38 AM,01 STATEN ISLAND,STATEN ISLAND,963717,171117,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.63632942177675,-74.07398063349744,"(40.63632942177675, -74.07398063349744)"
1127766,11/26/2006 03:07:06 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10306,281 JEFFERSON STREET,JEFFERSON STREET,SEAVER AVENUE,NORTH RAILROAD AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Pending,12/26/2006 03:07:06 PM,12/18/2006 12:02:35 AM,02 STATEN ISLAND,STATEN ISLAND,956011,152475,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.58513978440944,-74.10166746195429,"(40.58513978440944, -74.10166746195429)"
1140743,12/27/2006 10:05:25 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10307,,,,,ARTHUR KILL ROAD,MAIN STREET,INTERSECTION,STATEN ISLAND,,N/A,Pending,01/26/2007 10:05:25 PM,01/18/2007 12:02:19 AM,03 STATEN ISLAND,STATEN ISLAND,914721,126039,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.51235058520092,-74.25004953603,"(40.51235058520092, -74.25004953603)"
1001187,04/11/2006 10:04:03 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10301,82 SILVER LAKE ROAD,SILVER LAKE ROAD,HAVEN ESPLANADE,HAVENWOOD ROAD,,,ADDRESS,STATEN ISLAND,,N/A,Pending,05/11/2006 10:04:03 AM,04/26/2006 12:02:07 AM,01 STATEN ISLAND,STATEN ISLAND,958241,169623,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.63221432459947,-74.09370495234843,"(40.63221432459947, -74.09370495234843)"
1008364,04/19/2006 04:12:00 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10305,207 GARRETSON AVENUE,GARRETSON AVENUE,HANCOCK STREET,HENRY PLACE,,,ADDRESS,STATEN ISLAND,,N/A,Pending,05/19/2006 04:12:00 PM,05/24/2006 05:53:52 PM,02 STATEN ISLAND,STATEN ISLAND,957969,153741,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.5886207215526,-74.09462310147849,"(40.5886207215526, -74.09462310147849)"
1026372,05/23/2006 05:14:32 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10310,,,,,CARY AVENUE,TAYLOR STREET,INTERSECTION,STATEN ISLAND,,N/A,Pending,06/22/2006 05:14:32 PM,06/14/2006 12:01:36 AM,01 STATEN ISLAND,STATEN ISLAND,950167,169542,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.631964610711435,-74.12279343217315,"(40.631964610711435, -74.12279343217315)"
1040151,06/13/2006 04:12:28 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10314,127 ROCKNE STREET,ROCKNE STREET,VILLA NOVA STREET,RICHMOND HILL ROAD,,,ADDRESS,STATEN ISLAND,,N/A,Pending,06/27/2006 04:12:28 PM,06/28/2006 12:04:15 AM,02 STATEN ISLAND,STATEN ISLAND,939654,152538,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.58524550700207,-74.1605570605064,"(40.58524550700207, -74.1605570605064)"
1070260,08/10/2006 01:07:34 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10306,,,,,DUSTIN STREET,TOPPING STREET,INTERSECTION,STATEN ISLAND,,N/A,Pending,09/09/2006 01:07:34 PM,09/01/2006 12:10:49 AM,02 STATEN ISLAND,STATEN ISLAND,956012,144533,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.56334056883564,-74.10163068778334,"(40.56334056883564, -74.10163068778334)"
1075923,08/19/2006 02:30:46 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10305,,,,,LACONIA AVENUE,GARRETSON AVENUE,INTERSECTION,STATEN ISLAND,,N/A,Pending,09/18/2006 02:30:46 PM,09/10/2006 12:07:06 AM,02 STATEN ISLAND,STATEN ISLAND,959284,152851,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.58618165158624,-74.08988524131394,"(40.58618165158624, -74.08988524131394)"
1115542,10/28/2006 07:34:04 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10307, HECKER STREET,HECKER STREET,LENHART STREET,AMBOY ROAD,,,BLOCKFACE,STATEN ISLAND,,N/A,Pending,11/27/2006 07:34:04 PM,11/19/2006 12:04:58 AM,03 STATEN ISLAND,STATEN ISLAND,918239,126862,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.5146364285259,-74.2374057167103,"(40.5146364285259, -74.2374057167103)"
1122023,11/11/2006 07:50:04 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10312,87 ALLEN PLACE,ALLEN PLACE,HYLAN BOULEVARD,OCEANVIEW AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Pending,12/11/2006 07:50:04 PM,12/03/2006 12:03:05 AM,03 STATEN ISLAND,STATEN ISLAND,937586,131038,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.526221590873604,-74.16785404961914,"(40.526221590873604, -74.16785404961914)"
980179,02/23/2006 11:58:23 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10304,310 HILLSIDE AVENUE,HILLSIDE AVENUE,VAN DUZER STREET,VANDERBILT AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Pending,03/25/2006 11:58:23 AM,03/17/2006 12:01:39 AM,01 STATEN ISLAND,STATEN ISLAND,960143,163619,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.61573998984784,-74.08683100943706,"(40.61573998984784, -74.08683100943706)"
984630,03/10/2006 02:14:16 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10305,95 VERA STREET,VERA STREET,SEAVER AVENUE,DEAD END,,,ADDRESS,STATEN ISLAND,,N/A,Pending,04/09/2006 02:14:16 PM,04/01/2006 12:01:41 AM,02 STATEN ISLAND,STATEN ISLAND,957001,151990,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.583811655083636,-74.0981012619086,"(40.583811655083636, -74.0981012619086)"
987744,03/15/2006 06:36:46 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10302,,,,,JEWETT AVENUE,POST AVENUE,INTERSECTION,STATEN ISLAND,,N/A,Pending,04/14/2006 06:36:46 PM,04/06/2006 12:02:18 AM,01 STATEN ISLAND,STATEN ISLAND,948038,169156,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.63089667606698,-74.13046166120245,"(40.63089667606698, -74.13046166120245)"
1036639,06/08/2006 02:32:15 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10308,,,,,KENNINGTON STREET,CORBIN AVENUE,INTERSECTION,STATEN ISLAND,,N/A,Pending,07/08/2006 02:32:15 PM,06/30/2006 12:03:35 AM,03 STATEN ISLAND,STATEN ISLAND,943453,143644,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.56085155039274,-74.14682603963934,"(40.56085155039274, -74.14682603963934)"
1043176,06/20/2006 12:49:06 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10304,43 TOMPKINS STREET,TOMPKINS STREET,BROWNELL STREET,QUINN STREET,,,ADDRESS,STATEN ISLAND,,N/A,Pending,07/20/2006 12:49:06 PM,07/12/2006 12:04:09 AM,01 STATEN ISLAND,STATEN ISLAND,962840,166810,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.62450554455057,-74.07712680962003,"(40.62450554455057, -74.07712680962003)"
1062432,07/24/2006 02:32:59 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10306,375 MILTON AVENUE,MILTON AVENUE,TYSENS LANE,DEAD END,,,ADDRESS,STATEN ISLAND,,N/A,Pending,08/23/2006 02:32:59 PM,08/15/2006 12:05:01 AM,03 STATEN ISLAND,STATEN ISLAND,953783,142818,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.5586258496332,-74.10964529251581,"(40.5586258496332, -74.10964529251581)"
1093628,09/18/2006 05:18:39 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10307,,,,,ARTHUR KILL ROAD,MAIN STREET,INTERSECTION,STATEN ISLAND,,N/A,Pending,10/18/2006 05:18:39 PM,10/10/2006 12:04:55 AM,03 STATEN ISLAND,STATEN ISLAND,914721,126039,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.51235058520092,-74.25004953603,"(40.51235058520092, -74.25004953603)"
1099985,09/29/2006 10:08:27 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10301,48 OXFORD PLACE,OXFORD PLACE,CASTLETON AVENUE,WOODSTOCK AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Pending,10/29/2006 10:08:27 AM,10/21/2006 12:04:26 AM,01 STATEN ISLAND,STATEN ISLAND,959913,170056,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.63340756873018,-74.08768265397936,"(40.63340756873018, -74.08768265397936)"
997543,04/02/2006 11:17:25 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10307,28 MAIDEN LANE,MAIDEN LANE,BETHEL AVENUE,HART PLACE,,,ADDRESS,STATEN ISLAND,,N/A,Pending,05/02/2006 11:17:25 AM,04/24/2006 12:01:52 AM,03 STATEN ISLAND,STATEN ISLAND,918002,127733,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.51702538913404,-74.23826659329318,"(40.51702538913404, -74.23826659329318)"
1016550,05/05/2006 03:15:51 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10310,1118 CASTLETON AVENUE,CASTLETON AVENUE,CAROLINE STREET,ALASKA STREET,,,ADDRESS,STATEN ISLAND,,N/A,Pending,06/04/2006 03:15:51 PM,05/27/2006 12:01:49 AM,01 STATEN ISLAND,STATEN ISLAND,951003,170401,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.63432555857626,-74.1197857467967,"(40.63432555857626, -74.1197857467967)"
1021167,05/14/2006 10:56:38 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10306,15 WINDEMERE AVENUE,WINDEMERE AVENUE,NORTH RAILROAD AVENUE,RIEDEL AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Pending,06/13/2006 10:56:38 AM,06/05/2006 12:02:24 AM,03 STATEN ISLAND,STATEN ISLAND,948497,144839,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.5641533624681,-74.12867932151991,"(40.5641533624681, -74.12867932151991)"
1027668,05/24/2006 11:01:05 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10304,71 TOMPKINS AVENUE,TOMPKINS AVENUE,TOMPKINS STREET,HILL STREET,,,ADDRESS,STATEN ISLAND,,N/A,Pending,06/07/2006 11:01:05 AM,06/08/2006 12:06:50 AM,01 STATEN ISLAND,STATEN ISLAND,962402,166219,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.62288230451334,-74.07870273540266,"(40.62288230451334, -74.07870273540266)"
1035908,06/09/2006 03:25:37 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10305,130 LYMAN AVENUE,LYMAN AVENUE,SUMMER STREET,TOMPKINS AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Pending,07/09/2006 03:25:37 PM,07/01/2006 12:02:28 AM,01 STATEN ISLAND,STATEN ISLAND,966041,160089,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.606064952503544,-74.06557749241097,"(40.606064952503544, -74.06557749241097)"
1038086,06/14/2006 03:47:27 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10314,,,,,JARDINE AVENUE,LEGGETT PLACE,INTERSECTION,STATEN ISLAND,,N/A,Pending,07/14/2006 03:47:27 PM,07/06/2006 12:03:26 AM,02 STATEN ISLAND,STATEN ISLAND,939550,161873,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.61086762807104,-74.16099325454768,"(40.61086762807104, -74.16099325454768)"
1040140,06/12/2006 10:57:11 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10306,234 MIDLAND AVENUE,MIDLAND AVENUE,CLAWSON STREET,GRANT PLACE,,,ADDRESS,STATEN ISLAND,,N/A,Pending,06/26/2006 10:57:11 AM,06/27/2006 12:03:42 AM,02 STATEN ISLAND,STATEN ISLAND,955429,150125,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.578687630824405,-74.10375278459074,"(40.578687630824405, -74.10375278459074)"
1057657,07/18/2006 06:32:33 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10306,36 BAY TERRACE,BAY TERRACE,AMBOY ROAD,DEAD END,,,ADDRESS,STATEN ISLAND,,N/A,Pending,08/17/2006 06:32:33 PM,08/09/2006 12:02:59 AM,03 STATEN ISLAND,STATEN ISLAND,945878,141992,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.55632795868199,-74.13808924756643,"(40.55632795868199, -74.13808924756643)"
1064646,08/03/2006 09:19:24 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10301,,,,,HANNAH STREET,BAY STREET,INTERSECTION,STATEN ISLAND,,N/A,Pending,09/02/2006 09:19:24 AM,08/25/2006 12:04:56 AM,01 STATEN ISLAND,STATEN ISLAND,963199,170974,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.635935701432174,-74.07584654637674,"(40.635935701432174, -74.07584654637674)"
1092504,09/13/2006 07:56:13 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10314,230 FREEDOM AVENUE,FREEDOM AVENUE,KNAPP STREET,SLEEPY HOLLOW ROAD,,,ADDRESS,STATEN ISLAND,,N/A,Pending,10/13/2006 07:56:13 AM,10/05/2006 12:07:22 AM,02 STATEN ISLAND,STATEN ISLAND,938707,155801,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.5941969591224,-74.16398848841101,"(40.5941969591224, -74.16398848841101)"
1151985,01/28/2007 02:42:53 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10301,42 CORSON AVENUE,CORSON AVENUE,DANIEL LOW TERRACE,SHERMAN AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Pending,02/27/2007 02:42:53 PM,02/19/2007 12:01:14 AM,01 STATEN ISLAND,STATEN ISLAND,961967,171751,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.63806538628994,-74.08028799379348,"(40.63806538628994, -74.08028799379348)"
1250604,08/23/2006 02:41:37 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10312,72 DOWNES AVENUE,DOWNES AVENUE,BEND,ALBEE AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Pending,09/22/2006 02:41:37 PM,09/14/2006 12:02:24 AM,03 STATEN ISLAND,STATEN ISLAND,933618,135269,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.53781311515328,-74.18215886418143,"(40.53781311515328, -74.18215886418143)"
1303461,02/08/2006 09:37:22 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10301,201 HAMILTON AVENUE,HAMILTON AVENUE,EGMONT PLACE,PHELPS PLACE,,,ADDRESS,STATEN ISLAND,,N/A,Pending,03/10/2006 09:37:22 AM,03/02/2006 12:01:27 AM,01 STATEN ISLAND,STATEN ISLAND,960948,174337,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.64516077607361,-74.08396848746264,"(40.64516077607361, -74.08396848746264)"
1307038,03/16/2006 11:06:42 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10314,202 SHERADEN AVENUE,SHERADEN AVENUE,SOUTH GANNON AVENUE,WESTWOOD AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Pending,04/15/2006 11:06:42 AM,04/07/2006 12:02:14 AM,02 STATEN ISLAND,STATEN ISLAND,945947,160219,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.606357703956824,-74.13794423140507,"(40.606357703956824, -74.13794423140507)"
1019270,05/10/2006 02:36:03 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10301,82 SILVER LAKE ROAD,SILVER LAKE ROAD,HAVEN ESPLANADE,HAVENWOOD ROAD,,,ADDRESS,STATEN ISLAND,,N/A,Pending,05/24/2006 02:36:03 PM,05/24/2006 05:55:32 PM,01 STATEN ISLAND,STATEN ISLAND,958241,169623,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.63221432459947,-74.09370495234843,"(40.63221432459947, -74.09370495234843)"
1027669,05/24/2006 01:39:41 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10306,76 GUYON AVENUE,GUYON AVENUE,AMBOY ROAD,NORTH RAILROAD AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Pending,06/07/2006 01:39:41 PM,06/08/2006 12:06:50 AM,03 STATEN ISLAND,STATEN ISLAND,948636,145081,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.56481816427613,-74.12818031912425,"(40.56481816427613, -74.12818031912425)"
1062470,07/23/2006 12:50:49 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10304, TARGEE STREET,TARGEE STREET,HAY STREET,NAPLES STREET,,,BLOCKFACE,STATEN ISLAND,,N/A,Pending,08/22/2006 12:50:49 PM,08/14/2006 12:04:25 AM,02 STATEN ISLAND,STATEN ISLAND,958923,159210,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.603634793105215,-74.09120878912432,"(40.603634793105215, -74.09120878912432)"
1105470,10/11/2006 09:14:55 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10301,,,,,GREENWOOD AVENUE,FOREST AVENUE,INTERSECTION,STATEN ISLAND,,N/A,Pending,11/10/2006 09:14:55 AM,11/02/2006 12:04:25 AM,01 STATEN ISLAND,STATEN ISLAND,956932,169400,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.63159829701618,-74.09842009725571,"(40.63159829701618, -74.09842009725571)"
815733,09/20/2006 01:28:48 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10304,79 OSGOOD AVENUE,OSGOOD AVENUE,GORDON STREET,BEND,,,ADDRESS,STATEN ISLAND,,N/A,Pending,10/20/2006 01:28:48 PM,10/12/2006 12:01:23 AM,01 STATEN ISLAND,STATEN ISLAND,961196,164759,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.61887185441726,-74.08304210343434,"(40.61887185441726, -74.08304210343434)"
1041431,06/19/2006 12:45:24 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10312,24 NORTH RAILROAD STREET,NORTH RAILROAD STREET,BELFIELD AVENUE,CARLTON BOULEVARD,,,ADDRESS,STATEN ISLAND,,N/A,Pending,07/19/2006 12:45:24 PM,07/11/2006 12:03:25 AM,03 STATEN ISLAND,STATEN ISLAND,934326,136306,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.54066349229557,-74.17961934820714,"(40.54066349229557, -74.17961934820714)"
