CaseID,Opened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Supervisor District,Neighborhood,Point,Source,Media URL
4356645,01/02/2015 06:57:09 PM,02/06/2015 02:16:51 PM,02/06/2015 02:16:51 PM,Closed,"Case Transferred - Consumer Protection, Food
 Safety Program, DPH
 415-252-3804",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"1 POST ST, SAN FRANCISCO, CA, 94104",3,Downtown / Union Square,"(37.789059368981, -122.402009958887)",Web Self Service,
4350017,12/31/2014 01:03:17 PM,02/19/2015 01:13:17 PM,02/19/2015 01:13:17 PM,Closed,"Case Transferred - Hotels & Shelters, DPH
 415-252-3866",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"445 OFARRELL ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,"(37.785768399091, -122.411989342943)",Voice In,
4349498,12/31/2014 11:07:36 AM,02/19/2015 01:08:48 PM,02/19/2015 01:08:48 PM,Closed,"Case Transferred - Hotels & Shelters Program, DPH
 415-252-3866",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"74 6TH ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.781126616737, -122.40921118993)",Voice In,
4347109,12/30/2014 03:36:11 PM,03/06/2015 04:38:16 PM,03/06/2015 04:38:16 PM,Closed,"Case Resolved - LOCID58541-102 SOUTH PARK AVE PARK VIEW HOTEL CMPID61714 SRN4347109 2015
 3/5/2015 - Complaint number 61714 has already  been addressed with complaint number 61463.  These are duplicated complaints.
 
  Complaint #61714 abated to complaint #61463. It is same complainant.
 
 ABATED",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"102 SOUTH PARK, SAN FRANCISCO, CA, 94107",6,South Beach,"(37.781671636899, -122.39424688775)",Voice In,
4312035,12/17/2014 02:23:35 PM,01/23/2015 04:00:05 PM,01/23/2015 04:00:05 PM,Closed,"Case Resolved - LOCID58541-102 SOUTH PARK AVE ? PARKVIEW HOTEL JAN 20 SRN4312035 2015
 1/20/2015 - Complaint site visit to Room #412 for crab lice.
 
 INSPECTION DATA & ACTIONS REQUIRED
 1)Occupant stated that the crab lice situation is getting better and that she has laundered her clothes numerous times.
 2)Unable to observed crab lice.
 3)Occupant stated that the Dr. has given her several prescriptions for it.
 4)It is also to be noted that occupant had changed the lock to the unit thus preventing Property Management for room access on Pest Control days.
 6)Property Management will issue the occupant a brand new mattress to allow her to swap the  old one. 
 7)Distributed the Shigella Signages & FAQ to both Madrid and Parkview Hotel.
 
 ABATED",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"102 SOUTH PARK, SAN FRANCISCO, CA, 94107",6,South Beach,"(37.781671636899, -122.39424688775)",Voice In,
4309028,12/16/2014 03:14:33 PM,01/13/2015 03:08:09 PM,01/13/2015 03:08:09 PM,Closed,"Case Transferred - Hotels & Emergency Shelters, DPH
 Mario Oblena, Inspector
 415-252-3826",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"445 OFARRELL ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,"(37.785768399091, -122.411989342943)",Voice In,
4307373,12/16/2014 09:27:21 AM,01/12/2015 03:13:01 PM,01/12/2015 03:13:01 PM,Closed,"Case Transferred - Consumer Protection, Food
 Safety Program, DPH
 415-252-3804",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"5672 MISSION ST, SAN FRANCISCO, CA, 94112",9,Mission,"(37.766897602298, -122.420322472231)",Web Self Service,
4305966,12/15/2014 04:48:55 PM,01/06/2015 12:26:10 PM,01/06/2015 12:26:10 PM,Closed,"Case Transferred - Consumer Protection, Food
 Safety Program, DPH
 415-252-3804",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"3925 IRVING ST, SAN FRANCISCO, CA, 94122",5,Inner Sunset,"(37.763907119252, -122.464473601597)",Web Self Service,
4304190,12/15/2014 11:08:56 AM,01/12/2015 02:28:30 PM,01/12/2015 02:28:30 PM,Closed,"Case Transferred - Healthy Housing & Vector
 Control Program, DPH
 Bokime Etim, Inspector
 415-252-3937",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"988 HOWARD ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.780040014568, -122.407056527647)",Voice In,
4294868,12/11/2014 03:36:18 PM,01/07/2015 11:39:56 AM,01/07/2015 11:39:56 AM,Closed,"Case Transferred - Healthy Housing  & Vector
 Control Program, DPH
 415-252-3805",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"1868 UNION ST, SAN FRANCISCO, CA, 94123",2,Russian Hill,"(37.799165069899, -122.42152451512)",Web Self Service,
4290201,12/10/2014 02:03:54 PM,01/13/2015 03:16:58 PM,01/13/2015 03:16:58 PM,Closed,"Case Transferred - Hottels & Emergency Shelters, DPH
 Mario Oblena, inspector
 415-252-3826",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"445 OFARRELL ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,"(37.785768399091, -122.411989342943)",Voice In,
4287026,12/09/2014 04:45:55 PM,01/06/2015 01:47:08 PM,01/06/2015 01:47:08 PM,Closed,"Case Transferred - Healthy Housing & Vector
 Control Program, DPH
 Irene Sanchez, Inspector
 415-252-3877",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"1651 MARKET ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.773212915356, -122.421117361572)",Voice In,
4286989,12/09/2014 04:35:53 PM,12/15/2014 01:15:49 PM,12/15/2014 01:15:49 PM,Closed,"Case Transferred - Healthy Housing & Vector
 Control Program, DPH
 Irene Sanchez, Inspector
 415-252-3877",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"1651 MARKET ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.773212915356, -122.421117361572)",Voice In,
4277179,12/06/2014 05:38:57 PM,12/12/2014 02:05:47 PM,12/12/2014 02:05:47 PM,Closed,"Case Transferred - Hotels & Emergency Shelters,  DPH
 Mario Oblena, Inspector
 415-252-3826",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"2766 MISSION ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.752768340794, -122.418689941332)",Web Self Service,
4273385,12/05/2014 12:04:49 PM,12/09/2014 03:43:52 PM,12/09/2014 03:43:52 PM,Closed,"Case Transferred - Healthy Housing & Vector
 Control Program, DPH
 Jorge Montiel, Inspector
 415-252-3820",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"149 MASON ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,"(37.785020794748, -122.409618927608)",Voice In,
4258366,12/01/2014 12:40:34 PM,12/01/2014 04:06:58 PM,12/01/2014 04:06:58 PM,Closed,"Case Transferred - Hotels and Emergency Shelers, DPH
 Mario Oblena, Inspector
 415-252-3826",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"380 EDDY ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,"(37.783880824284, -122.413909538626)",Voice In,
4235429,11/23/2014 09:45:25 AM,11/24/2014 02:15:40 PM,11/24/2014 02:15:40 PM,Closed,"Case Transferred - Healthy Housing  & Vector
 Control Program, DPH
 Jorge Montiel, Inspector
 415-252-3820",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"434 HEAD ST, SAN FRANCISCO, CA, 94132",11,Merced Heights,"(37.714996565921, -122.464266644862)",Web Self Service,
4232622,11/21/2014 10:23:03 PM,11/24/2014 12:25:45 PM,11/24/2014 12:25:45 PM,Closed,"Case Transferred - Hotels & Emergency Shelers, DPH
 Mario Oblena, Inspector
 415-252-3826",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"55 MASON ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,"(37.784028202902, -122.40960770833)",Voice In,
4225747,11/19/2014 08:19:47 PM,11/20/2014 12:13:23 PM,11/20/2014 12:13:23 PM,Closed,"Case Transferred - Healthy Housing & Vector
 Control Program, DPH
 Jorge Montiel, Inspector
 415-252-3820",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"424 ELLIS ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,"(37.7849189674, -122.413227631972)",Web Self Service,
4223692,11/19/2014 10:34:18 AM,11/20/2014 06:52:05 AM,11/20/2014 06:52:05 AM,Closed,Case Resolved - HIS Complaint Number: 201409143 has been filed with Housing Inspection Division. 558-6220,DBI Building Inspection Queue,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"730 BACON ST, SAN FRANCISCO, CA, 94134",9,Portola,"(37.726019728799, -122.410158104152)",Web Self Service,
4217773,11/17/2014 02:36:25 PM,11/18/2014 01:46:26 PM,11/18/2014 01:46:26 PM,Closed,"Not Accepted - DPH Environmental has no program for air quality, need to refer caller to Bay Area Air Quality Management District at 800-334-6367 but caller has no personal information. r",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"1331 STOCKTON ST, SAN FRANCISCO, CA, 94133",3,North Beach,"(37.798027525668, -122.409128825947)",Voice In,
4217714,11/17/2014 02:21:40 PM,11/18/2014 01:43:11 PM,11/18/2014 01:43:11 PM,Closed,"Case Transferred - Healthy Housing & Vector
 Control Program, DPH
 Bokime Etim, Inspector
 415-252-3937",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"172 6TH ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.779917935024, -122.407638593598)",Voice In,
4205703,11/13/2014 11:51:28 AM,11/17/2014 12:30:50 PM,11/17/2014 12:30:50 PM,Closed,"Case Transferred - Hotels & Emergency Shelters Program, DPH
 Mario Oblena, Inspector
 415-252-3826",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"909 GEARY ST, SAN FRANCISCO, CA, 94109",6,Tenderloin,"(37.785914312054, -122.418315220728)",Voice In,
4197426,11/11/2014 07:51:14 AM,11/26/2014 12:37:19 PM,11/26/2014 12:37:19 PM,Closed,"Case Resolved - LOCID58318-74 6TH ST BALDWIN  HOTEL CMPID60320 SRN4083097 2014
 11/14/2014 - Complaint site visit for Roaches when you get off the elevator, two showers to the left, inside the door frame & inside the shower stall and in the ceiling on 4th Floor.
 
  INSPECTION DATA & ACTIONS REQUIRED
 1)Missing light bulb - Shower near the elevator. Repair/Replace.
 2)Handicap Shower (men & women Toilet) - Toilet seat is missing. Repair / Replace.
 3)Shower opposite room #448 - Water overflow from shower room into the Hallway areas. Repair to ensure that grey water does not leave the shower room and flow into the Hallways. Check the drain.
 4)Toilet only near Rm. #408  - Has bedbugs. Provide Bedbug treatment. The level of infestation is light.",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"74 6TH ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.781126616737, -122.40921118993)",Voice In,
4186584,11/07/2014 12:08:47 PM,11/10/2014 04:01:09 PM,11/10/2014 04:01:09 PM,Closed,"Case Transferred - Healthy Housing & Vector
 Control Program, DPH
 Roberto Arevalo, Inspector
 415-252-3877",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"1168 JAMESTOWN AVE, SAN FRANCISCO, CA, 94124",10,Bret Harte,"(37.720178897916, -122.396301845562)",Voice In,
4185873,11/07/2014 09:54:34 AM,11/10/2014 02:03:51 PM,11/10/2014 02:03:51 PM,Closed,"Case Transferred - Hotels & Shelter Program, DPH
 Ned Shatara, Inspector
 415-252-3887",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"3048 16TH ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.765232062233, -122.420676256326)",Voice In,
4156811,10/29/2014 11:59:19 AM,11/03/2014 02:29:40 PM,11/03/2014 02:29:40 PM,Closed,"Case Transferred - caller did an e-mail to SF Environmental Health
 Healthy Housing & Vector Control Program
 Marisol Cuevas, Inspector
 415-252-3819",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"1462 42ND AVE, SAN FRANCISCO, CA, 94122",4,Outer Sunset,"(37.759449340101, -122.501395476527)",Voice In,
4154664,10/28/2014 04:42:17 PM,11/03/2014 02:04:16 PM,11/03/2014 02:04:16 PM,Closed,"Case Transferred - Healthy Housing & Vector
 Control Program, DPH
 Larry Wong, Inspector
 415-252-3867",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"1447 JONES ST, SAN FRANCISCO, CA, 94109",3,Nob Hill,"(37.794694241488, -122.41490514696)",Web Self Service,
4154457,10/28/2014 04:09:02 PM,11/03/2014 01:50:45 PM,11/03/2014 01:50:45 PM,Closed,"Case Transferred - Consumer Protection, Food
 Safety Program, DPH
 415-252-3804",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"450 BROADWAY, SAN FRANCISCO, CA, 94133",3,North Beach,"(37.798269699656, -122.40472759914)",Web Self Service,
4154328,10/28/2014 03:37:00 PM,11/03/2014 01:14:33 PM,11/03/2014 01:14:33 PM,Closed,"Case Transferred - Consumer Protection, Food
 Safety Program, DPH
 415-252-3804",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"447 BROADWAY, SAN FRANCISCO, CA, 94133",3,North Beach,"(37.797962549968, -122.404768103431)",Web Self Service,
4141574,10/24/2014 10:29:50 AM,10/29/2014 04:35:54 PM,10/29/2014 04:35:54 PM,Closed,"Case Transferred - Healthy Housing & Vector
 Control Program, DPH
 Jorge Montiel, Inspector
 415-252-3820",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"625 LEAVENWORTH ST, SAN FRANCISCO, CA, 94109",6,Lower Nob Hill,"(37.786924132379, -122.415025729501)",Web Self Service,
4135156,10/22/2014 12:59:55 PM,10/29/2014 04:47:38 PM,10/29/2014 04:47:38 PM,Closed,"Case Transferred - Healthy Housing & Vector
 Control Program, DPH
 Irene Sanchez, Inspector
 415-252-3877",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"260 WEST PORTAL AVE, SAN FRANCISCO, CA, 94127",7,West Portal,"(37.738406754929, -122.46880967938)",Voice In,
4134173,10/22/2014 09:50:27 AM,10/27/2014 04:23:02 PM,10/27/2014 04:23:02 PM,Closed,"Case Transferred - Hotels & Emergency Shelters, DPH
 Mario Oblena, Inspector
 415-252-3826",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"34 TURK ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,"(37.783472790379, -122.40983519663)",Voice In,
4131447,10/21/2014 12:15:33 PM,10/27/2014 03:51:59 PM,10/27/2014 03:51:59 PM,Closed,"Case Transferred - Healthy Housing & Vector
 Control Program, DPH
 Larry Wong, Inspector
 415-252-3867",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"301 COLUMBUS AVE, SAN FRANCISCO, CA, 94133",3,North Beach,"(37.797982744942, -122.407215878183)",Voice In,
4106635,10/14/2014 11:26:13 AM,10/15/2014 03:35:11 PM,10/15/2014 03:35:11 PM,Closed,"Case Transferred - Hotels & Shelters Program, DPH
 Mario Oblena, Inspector
 415-252-3826",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"480 ELLIS ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,"(37.784805520734, -122.414118623039)",Voice In,
4089916,10/09/2014 07:38:53 AM,10/10/2014 12:28:39 PM,10/10/2014 12:28:39 PM,Closed,"Case Transferred - Hotels & Emergency Shelters, DPH
 Ned Shatara, Inspector
 415-252-3887",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"30 SYCAMORE ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.76273281984, -122.420139166606)",Web Self Service,
4084863,10/07/2014 01:50:07 PM,10/10/2014 09:35:41 AM,10/10/2014 09:35:41 AM,Closed,"Case Transferred - Consumer Protection, Food
 Safety Program, DPH
 415-252-3804",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"1408 MARKET ST, SAN FRANCISCO, CA, 94102",6,Civic Center,"(37.776287648091, -122.418168543428)",Web Self Service,
4083097,10/07/2014 05:13:16 AM,10/09/2014 10:38:05 AM,10/09/2014 10:38:05 AM,Closed,"Case Transferred - Hotels & Shelters, DPH
 Joseph Ossai, Inspector
 415-252-3892",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"74 6TH ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.781126616737, -122.40921118993)",Voice In,
4072899,10/03/2014 02:06:13 PM,10/08/2014 09:24:09 AM,10/08/2014 09:24:09 AM,Closed,"Case Transferred - Healthy Housing & Vector
 Control Program, DPH
 Larry Wong, Inspector
 415-252-3867",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"990 PACIFIC AVE, Apt 503, SAN FRANCISCO, CA, 94133",3,Russian Hill,"(37.796415815691, -122.4113619179)",Voice In,
4052625,09/27/2014 07:41:16 AM,09/29/2014 03:49:54 PM,09/29/2014 03:49:54 PM,Closed,"Case Transferred - Hotels & Emergency Shelters, DPH
 Joseph Ossai, Inspector
 415-252-3892",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"1278 MARKET ST, SAN FRANCISCO, CA, 94102",6,Civic Center,"(37.777914283885, -122.416086569939)",Voice In,
4048034,09/25/2014 02:39:00 PM,09/29/2014 02:00:43 PM,09/29/2014 02:00:43 PM,Closed,"Case Transferred - Hotels & Shelters Program, DPH
 Mario Oblena, Inspector
 415-252-3826",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"405 VALENCIA ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.766409377673, -122.421714056291)",Voice In,
4039777,09/23/2014 10:39:14 AM,09/26/2014 03:28:14 PM,09/26/2014 03:28:14 PM,Closed,"Case is a Duplicate - DPH Environmental, Healthy Housing & Vector
 Control Program, DPH same as Service Request #4030598.",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"138 HERMANN ST, SAN FRANCISCO, CA, 94102",5,Mint Hill,"(37.7706874737, -122.427429778869)",Voice In,
4039571,09/23/2014 10:02:00 AM,09/26/2014 03:21:41 PM,09/26/2014 03:21:41 PM,Closed,"Case Transferred - Hotels & Shelters, DPH
 Mario Oblena, Inspector
 415-252-3826",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"385 EDDY ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,"(37.783717341149, -122.413963336983)",Voice In,
4036647,09/22/2014 02:28:10 PM,09/26/2014 11:10:26 AM,09/26/2014 11:10:26 AM,Closed,"Case Transferred - Healthy Housing & Vector
 Control Program, DPH
 Jorge Montiel, Inspector
 415-252-3820",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"350 TURK ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,"(37.782803501812, -122.414874452522)",Voice In,
4036083,09/22/2014 12:31:07 PM,09/26/2014 09:46:56 AM,09/26/2014 09:46:56 AM,Closed,"Case Transferred - Healthy Housing & Vector
 Control Program, DPH
 Larry Wong, Inspector
 415-252-3867",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"861 SUTTER ST, SAN FRANCISCO, CA, 94109",3,Lower Nob Hill,"(37.788355218061, -122.414466082288)",Voice In,
4035645,09/22/2014 11:05:43 AM,09/23/2014 11:10:43 AM,09/23/2014 11:10:43 AM,Closed,"Case Transferred - Healthy Housing & Vector 
 Control Program, DPH
 Manny Barretto, Inspector
 415-252-3979",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"1700 OCTAVIA ST, SAN FRANCISCO, CA, 94109",5,Cathedral Hill,"(37.788122319859, -122.426772895666)",Voice In,
4033009,09/21/2014 11:43:57 AM,09/23/2014 10:07:42 AM,09/23/2014 10:07:42 AM,Closed,"Case Transferred - Healthy Housing & Vector
 Control Program, DPH
 Roberto Arevalo, Inspector
 415-252-3870",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"730 BACON ST, SAN FRANCISCO, CA, 94134",9,Portola,"(37.726019728799, -122.410158104152)",Web Self Service,
4028430,09/19/2014 12:45:35 PM,09/22/2014 04:02:37 PM,09/22/2014 04:02:37 PM,Closed,"Case Transferred - Healthy Housing & Vector
 Control Program, DPH
 Roberto Arevalo, Inspector
 415-252-3870",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"2612 FOLSOM ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.755379434695, -122.414548398446)",Voice In,
4028283,09/19/2014 12:06:37 PM,09/22/2014 03:43:23 PM,09/22/2014 03:43:23 PM,Closed,"Case Transferred - Hotels & Shelters Program, DPH
 Mario Oblena, Inspector
 415-252-3826",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"909 GEARY ST, SAN FRANCISCO, CA, 94109",6,Tenderloin,"(37.785914312054, -122.418315220728)",Voice In,
4024778,09/18/2014 11:20:43 AM,09/19/2014 02:34:10 PM,09/19/2014 02:34:10 PM,Closed,"Case Transferred - Healthy Housing & Vector
 Control Program, DPH
 Marisol Cuevas, Inspector
 415-252-3819",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"100 FONT BLVD, SAN FRANCISCO, CA, 94132",7,Parkmerced,"(37.715465510975, -122.473332784869)",Voice In,
4019763,09/17/2014 12:40:33 AM,09/19/2014 01:18:24 PM,09/19/2014 01:18:24 PM,Closed,"Case Transferred - Consumer Protection, Food
 Safety Program, DPH
 415-252-3804",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"401 BROADWAY, SAN FRANCISCO, CA, 94133",3,North Beach,"(37.798056041875, -122.404029515584)",Web Self Service,
3994570,09/09/2014 09:45:03 AM,09/12/2014 01:20:42 PM,09/12/2014 01:20:42 PM,Closed,"Case Transferred - Hotels & Emergency Shelters, DPH
 Joseph Ossai, Inspector
 415-252-3892",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"1000 SUTTER ST, SAN FRANCISCO, CA, 94109",3,Lower Nob Hill,"(37.788244709338, -122.417173854423)",Voice In,
