"CASE.ID","SOURCE","DEPARTMENT","WORK.GROUP","REQUEST.TYPE","CREATION.DATE","CREATION.MONTH","CREATION.YEAR","STATUS","EXCEEDED.EST.TIMEFRAME","CLOSED.DATE","CLOSED.MONTH","CLOSED.YEAR","DAYS.TO.CLOSE","STREET.ADDRESS","ADDRESS.WITH.GEOCODE","ZIP.CODE","NEIGHBORHOOD","COUNCIL.DISTRICT","PARCEL.ID.NO","XCOORDINATE","YCOORDINATE","QUALITY.OF.SERVICE","TIMELINESS.OF..SERVICE","CUSTOMER.SERVICE"
2012155747,"PHONE","Health","Health-Rat-","Rat Control Treatment","11/07/2012",11,2012,"RESOL","N","11/21/2012",11,2012,14,"4022 CHESTNUT AVE","4022 CHESTNUT AVE
Kansas City, Missouri 64130
(39.05237092300047, -94.55143095999966)",64130,"Oak Park Southwest",3,29777,2774004.24,1050735.86,NA,NA,NA
2012155472,"PHONE","Health","Health-Rat-","Rat Control Treatment","11/07/2012",11,2012,"RESOL","N","11/21/2012",11,2012,14,"5970 BLUE HILLS RD","5970 BLUE HILLS RD
Kansas City, Missouri 64110
(39.017220549000456, -94.56854004799965)",64110,"Citadel",5,104880,0,0,NA,NA,NA
2011216902,"PHONE","Health","Health-Rat-","Rat Control Treatment","11/07/2011",11,2011,"RESOL","N","11/21/2011",11,2011,14,"6820 PROSPECT AVE","6820 PROSPECT AVE
Kansas City, Missouri 64132
(39.00273059800048, -94.55666001699967)",64132,"Blenheim Square Research Hospi",5,113831,2772503.48,1032660.32,NA,NA,NA
2011216958,"PHONE","Health","Health-Rat-","Rat Control Treatment","11/07/2011",11,2011,"RESOL","N","11/21/2011",11,2011,14,"2605 JACKSON AVE","2605 JACKSON AVE
Kansas City, Missouri 64127
(39.07802072900046, -94.53401075399967)",64127,"East Community Team South",3,19721,2779142.05,1060071.56,NA,NA,NA
2008276499,"PHONE","Health","Health-Rat-","Rat Control Treatment","11/07/2008",11,2008,"RESOL","N","11/25/2008",11,2008,18,"2817 WENZEL AVE","2817 WENZEL AVE
Kansas City, Missouri 64128
(39.07394049600049, -94.53246093499968)",64128,"East Community Team South",3,22363,2779570.26,1058585.62,NA,NA,NA
2008276512,"PHONE","Health","Health-Rat-","Rat Control Treatment","11/07/2008",11,2008,"RESOL","N","11/25/2008",11,2008,18,"6620 TRACY AVE","6620 TRACY AVE
Kansas City, Missouri 64131
(39.00754022500047, -94.57210060099965)",64131,"Neighbors United For Action",5,105338,2768147.99,1034414.43,NA,NA,NA
2007156512,"PHONE","Health","Health-Rat-","Rat Control Education","11/07/2007",11,2007,"RESOL","N","11/07/2007",11,2007,0,"4556 CHELSEA AVE","4556 CHELSEA AVE
Kansas City, Missouri 64130
(39.0420303410005, -94.52776077499965)",64130,"Vineyard",5,33295,2780736.36,1046969.39,NA,NA,NA
2007157001,"PHONE","Health","Health-Rat-","Rat Control Education","11/07/2007",11,2007,"RESOL","N","11/08/2007",11,2007,1,"4622 ELMWOOD AVE","4622 ELMWOOD AVE
Kansas City, Missouri 64130
(39.04101057000048, -94.53124066799967)",64130,"Vineyard",5,33144,2779734.5,1046599.1,NA,NA,NA
2007156457,"PHONE","Health","Health-Rat-","Rat Control Education","11/07/2007",11,2007,"RESOL","N","11/07/2007",11,2007,0,"6029 BROOKLYN AVE","6029 BROOKLYN AVE
Kansas City, Missouri 64130
(39.01592077400045, -94.56044065599968)",64130,"Citadel",5,104851,2771623.7,1037413.6,NA,NA,NA
2012154982,"PHONE","Health","Health-Rat-","Rat Control Treatment","11/06/2012",11,2012,"RESOL","N","11/15/2012",11,2012,9,"6406 COLLEGE AVE","6406 COLLEGE AVE
Kansas City, Missouri 64132
(39.01005104800049, -94.54814004099967)",64132,"Swope Park Campus",5,1428,2774935.53,1035329.17,NA,NA,NA
2012154685,"PHONE","Health","Health-Rat-","Rat Control Treatment","11/06/2012",11,2012,"RESOL","N","11/15/2012",11,2012,9,"1215 W 20TH ST","1215 20TH ST
Kansas City, Missouri 64102
(39.09560279100049, -94.60479661999966)",64102," ",NA,0,0,0,NA,NA,NA
2010397817,"PHONE","Health","Health-Rat-","Rat Control Treatment","12/29/2010",12,2010,"RESOL","N","01/10/2011",1,2011,12,"2314 WALROND AVE","2314 WALROND AVE
Kansas City, Missouri 64127
(39.083751029000496, -94.54564073999967)",64127,"Washington Wheatley",3,15906,2775679.36,1062166.76,NA,NA,NA
2009316550,"PHONE","Health","Health-Rat-","Rat Control Treatment","11/06/2009",11,2009,"RESOL","N","11/13/2009",11,2009,7,"4026 GARFIELD AVE","4026 GARFIELD AVE
Kansas City, Missouri 64130
(39.05290097200049, -94.55953035199968)",64130,"Ivanhoe Southeast",3,136698,2771709.06,1050918.64,NA,NA,NA
2009315964,"PHONE","Health","Health-Rat-","Rat Control Treatment","11/06/2009",11,2009,"RESOL","N","11/13/2009",11,2009,7,"5511 HIGHLAND AVE","5511 HIGHLAND AVE
Kansas City, Missouri 64110
(39.026501031000464, -94.56567086499967)",64110,"Blue Hills",5,146843,2770145.2,1041309.96,NA,NA,NA
2008275461,"PHONE","Health","Health-Rat-","Rat Control Treatment","11/06/2008",11,2008,"RESOL","N","11/24/2008",11,2008,18,"1625 SPRUCE AVE","1625 SPRUCE AVE
Kansas City, Missouri 64127
(39.09174095500049, -94.53222010799965)",64127,"East Community Team North",3,8553,2779643.57,1065078.09,NA,NA,NA
2008275205,"PHONE","Health","Health-Rat-","Rat Control Treatment","11/06/2008",11,2008,"RESOL","N","11/25/2008",11,2008,19,"1524 CHELSEA AVE","1524 CHELSEA AVE
Kansas City, Missouri 64127
(39.093200896000496, -94.52567053499968)",64127,"East Community Team North",3,8720,2781329.6,1065605.9,NA,NA,NA
2007154260,"PHONE","Health","Health-Rat-","Rat Control Education","11/05/2007",11,2007,"RESOL","N","11/05/2007",11,2007,0,"2107 HOLLY ST","2107 HOLLY ST
Kansas City, Missouri 64108
(39.087832241000456, -94.59825178399967)",64108,"Westside North",4,123756,2760895.4,1063538.5,NA,NA,NA
2008275620,"PHONE","Health","Health-Rat-","Rat Control Treatment","11/06/2008",11,2008,"RESOL","N","11/25/2008",11,2008,19,"5805 WOODLAND AVE","5805 WOODLAND AVE
Kansas City, Missouri 64130
(39.02126523300046, -94.56478183999968)",64130,"Blue Hills",5,148147,2770390.2,1039380.4,NA,NA,NA
2013085532,"PHONE","Health","Health-Rat-","Rat Control Treatment","06/20/2013",6,2013,"RESOL","N","07/12/2013",7,2013,22,"2720 ASKEW AVE","2720 ASKEW AVE
Kansas City, Missouri 64128
(39.076011148000475, -94.54104082899966)",64128,"Ingleside",3,23751,2776966.8,1059344.94,NA,NA,NA
2008275576,"PHONE","Health","Health-Rat-","Rat Control Treatment","11/06/2008",11,2008,"RESOL","N","11/24/2008",11,2008,18,"1726 FULLER AVE","1726 FULLER AVE
Kansas City, Missouri 64126
(39.08892016700048, -94.50702084399967)",64126,"Central Blue Valley And Park T",3,21086,2786635.1,1064109.7,NA,NA,NA
2008275473,"PHONE","Health","Health-Rat-","Rat Control Treatment","11/06/2008",11,2008,"RESOL","N","11/25/2008",11,2008,19,"11609 SYCAMORE DR","11609 SYCAMORE DR
Kansas City, Missouri 64134
(38.912501127000496, -94.49903091799968)",64134,"Kirkside",6,73464,2789018.88,999892.99,NA,NA,NA
2008276148,"PHONE","Health","Health-Rat-","Rat Control Treatment","11/06/2008",11,2008,"RESOL","N","11/25/2008",11,2008,19,"1849 E 68TH TER","1849 68TH TER
Kansas City, Missouri 64132
(39.00285043500048, -94.56382029999969)",64132,"Neighbors United For Action",5,113947,2770568.97,1032618.81,NA,NA,NA
2008276001,"PHONE","Health","Health-Rat-","Rat Control Treatment","11/06/2008",11,2008,"RESOL","N","11/25/2008",11,2008,19,"4110 CHESTNUT AVE","4110 CHESTNUT AVE
Kansas City, Missouri 64130
(39.05137074200047, -94.55148050799966)",64130,"Oak Park Southwest",3,29872,2773988.49,1050361.61,NA,NA,NA
2007155866,"PHONE","Health","Health-Rat-","Rat Control Education","11/06/2007",11,2007,"RESOL","N","11/06/2007",11,2007,0,"2952 E 28TH ST","2952 28TH ST
Kansas City, Missouri 64128
(39.07464108400046, -94.54665013999966)",64128,"Santa Fe",3,24313,2775467.18,1058968.68,NA,NA,NA
2007155845,"PHONE","Health","Health-Rat-","Rat Control Education","11/06/2007",11,2007,"RESOL","N","11/06/2007",11,2007,0,"1223 COLORADO AVE","1223 COLORADO AVE
Kansas City, Missouri 64127
(39.09688013400046, -94.52013036199969)",64127,"West Blue Valley",3,9179,2783062.68,1066939.98,NA,NA,NA
2007155642,"PHONE","Health","Health-Rat-","Rat Control Education","11/06/2007",11,2007,"RESOL","N","11/06/2007",11,2007,0,"3838 E 67TH TER","3838 67TH TER
Kansas City, Missouri 64132
(39.0036501190005, -94.54083111399967)",64132,"Foxtown East",5,2007,2777105.63,1033089.24,NA,NA,NA
2007155853,"PHONE","Health","Health-Rat-","Rat Control Education","11/06/2007",11,2007,"RESOL","N","11/06/2007",11,2007,0,"2456 BELLEFONTAINE AVE","2456 BELLEFONTAINE AVE
Kansas City, Missouri 64127
(39.08089106400047, -94.5465406729997)",64127,"Washington Wheatley",3,16055,2775402.86,1061112.25,NA,NA,NA
2007155296,"PHONE","Health","Health-Rat-","Rat Control Education","11/06/2007",11,2007,"RESOL","N","11/06/2007",11,2007,0,"2915 E 30TH ST","2915 30TH ST
Kansas City, Missouri 64128
(39.07154029200046, -94.54843041699968)",64128,"Santa Fe",3,24670,2774968.3,1057625,NA,NA,NA
2007155911,"PHONE","Health","Health-Rat-","Rat Control Education","11/06/2007",11,2007,"RESOL","N","11/07/2007",11,2007,1,"2537 LISTER AVE","2537 LISTER AVE
Kansas City, Missouri 64127
(39.07856114900045, -94.52770085599968)",64127,"East Community Team South",3,19922,2780920.97,1060253.37,NA,NA,NA
2012154007,"PHONE","Health","Health-Rat-","Rat Control Treatment","11/05/2012",11,2012,"RESOL","N","11/15/2012",11,2012,10,"2431 MYRTLE AVE","2431 MYRTLE AVE
Kansas City, Missouri 64127
(39.08108003800049, -94.53615054299968)",64127,"East Community Team South",3,17027,2778535.34,1061182.83,NA,NA,NA
2012153919,"PHONE","Health","Health-Rat-","Rat Control Treatment","11/05/2012",11,2012,"RESOL","N","11/15/2012",11,2012,10,"6042 E 13TH ST","6042 13TH ST
Kansas City, Missouri 64126
(39.09567023800048, -94.51024032199967)",64126,"West Blue Valley",3,6404,2785803.5,1066602.03,NA,NA,NA
2012154071,"PHONE","Health","Health-Rat-","Rat Control Treatment","11/05/2012",11,2012,"RESOL","Y","12/07/2012",12,2012,32,"7602 E 51ST ST","7602 51ST ST
Kansas City, Missouri 64129
(39.031703638000465, -94.49616139199969)",64129,"Eastwood Hills East",3,50591,2789637.16,1043301.29,5,5,5
2010360187,"PHONE","Health","Health-Rat-","Rat Control Treatment","11/05/2010",11,2010,"RESOL","N","11/16/2010",11,2010,11,"2916 JACKSON AVE","2916 JACKSON AVE
Kansas City, Missouri 64128
(39.071830667000484, -94.53432071799966)",64128,"Ingleside",3,24200,2778861.28,1057816.14,NA,NA,NA
2009314580,"PHONE","Health","Health-Rat-","Rat Control Treatment","11/05/2009",11,2009,"RESOL","N","11/10/2009",11,2009,5,"5605 HIGHLAND AVE","5605 HIGHLAND AVE
Kansas City, Missouri 64110
(39.02486018100046, -94.56578033199969)",64110,"Blue Hills",5,146780,2770118.83,1040723.01,NA,NA,NA
2009314540,"PHONE","Health","Health-Rat-","Rat Control Treatment","11/05/2009",11,2009,"RESOL","N","11/10/2009",11,2009,5,"8101 E 89TH ST","8101 89TH ST
Kansas City, Missouri 64138
(38.96259084100046, -94.49444022599965)",64138,"Fairwood And Robandee",5,66176,2790285.7,1017955.01,NA,NA,NA
2008274458,"PHONE","Health","Health-Rat-","Rat Control Treatment","11/05/2008",11,2008,"RESOL","N","11/24/2008",11,2008,19,"5157 BROOKWOOD AVE","5157 BROOKWOOD AVE
Kansas City, Missouri 64110
(39.032600061000494, -94.56474097399968)",64110,"Blue Hills",5,146144,2770367.94,1043610.39,NA,NA,NA
2008274461,"PHONE","Health","Health-Rat-","Rat Control Treatment","11/05/2008",11,2008,"RESOL","N","11/24/2008",11,2008,19,"5163 BROOKWOOD AVE","5163 BROOKWOOD AVE
Kansas City, Missouri 64110
(39.03247100600049, -94.56440104999967)",64110,"Blue Hills",5,146145,2770416.3,1043594,NA,NA,NA
2007154895,"PHONE","Health","Health-Rat-","Rat Control Education","11/05/2007",11,2007,"RESOL","N","11/06/2007",11,2007,1,"6514 E 17TH ST","6514 17TH ST
Kansas City, Missouri 64126
(39.09013006400045, -94.50632025699969)",64126,"East Blue Valley",3,6860,2786890.6,1064584.1,NA,NA,NA
2007092158,"PHONE","Health","Health-Rat-","Rat Control Education","07/31/2007",7,2007,"RESOL","N","08/01/2007",8,2007,1,"8700 LONGVIEW RD","8700 LONGVIEW RD
Kansas City, Missouri 64134
(38.914580996000495, -94.49023093799968)",64134,"Ruskin Hills",6,73135,2791490.2,1000651.4,NA,NA,NA
2013139359,"WEB","Health","Health-Rat-","Rat Control Treatment","10/08/2013",10,2013,"RESOL","N","10/28/2013",10,2013,20,"1429 E 76TH TER","1429 76TH TER
Kansas City, Missouri 64131
(38.988170358000446, -94.56955059999967)",64131,"East Meyer 6",5,115992,2768933.41,1027249.68,NA,NA,NA
2007154891,"PHONE","Health","Health-Rat-","Rat Control Education","11/05/2007",11,2007,"RESOL","N","11/06/2007",11,2007,1,"7314 MONTGALL AVE","7314 MONTGALL AVE
Kansas City, Missouri 64132
(38.993770451000444, -94.55596058099968)",64132,"Noble And Gregory Ridge",5,3659,2772712.1,1029399,NA,NA,NA
2007154347,"PHONE","Health","Health-Rat-","Rat Control Education","11/05/2007",11,2007,"RESOL","N","11/05/2007",11,2007,0,"1224 E LINWOOD BLVD","1224 LINWOOD BLVD
Kansas City, Missouri 64109
(39.06860082000048, -94.56898021999967)",64109,"Center City",3,125678,2769105.44,1056773.9,NA,NA,NA
2012114834,"PHONE","Health","Health-Rat-","Rat Control Treatment","08/17/2012",8,2012,"RESOL","N","08/31/2012",8,2012,14,"5724 INDIANA AVE","5724 INDIANA AVE
Kansas City, Missouri 64130
(39.021510496000474, -94.54624107999967)",64130,"North Town Fork Creek",5,36744,2775473.94,1039509.94,NA,NA,NA
2007154805,"PHONE","Health","Health-Rat-","Rat Control Education","11/05/2007",11,2007,"RESOL","N","11/05/2007",11,2007,0,"3501 ST JOHN AVE","3501 ST JOHN AVE
Kansas City, Missouri 64123
(39.113160732000495, -94.53995076999968)",64123,"Scarritt Point",1,41832,2777384.3,1072814.4,NA,NA,NA
2007154301,"PHONE","Health","Health-Rat-","Rat Control Education","11/05/2007",11,2007,"RESOL","N","11/05/2007",11,2007,0,"2512 E 42ND ST","2512 42ND ST
Kansas City, Missouri 64130
(39.05002026700049, -94.55421026499965)",64130,"Ivanhoe Southeast",3,136970,2773316.03,1049975.5,NA,NA,NA
2007154242,"PHONE","Health","Health-Rat-","Rat Control Education","11/05/2007",11,2007,"RESOL","N","11/05/2007",11,2007,0,"4526 NORTON AVE","4526 NORTON AVE
Kansas City, Missouri 64130
(39.043040893000466, -94.53692026799968)",64130,"Vineyard",5,34295,2778127.9,1047338.54,NA,NA,NA
2012129928,"PHONE","Health","Health-Rat-","Rat Control Treatment","09/17/2012",9,2012,"RESOL","N","10/04/2012",10,2012,17,"5130 BELLEFONTAINE AVE","5130 BELLEFONTAINE AVE
Kansas City, Missouri 64130
(39.03253092500046, -94.54902038399968)",64130,"North Town Fork Creek",5,36068,2774689.93,1043519.01,NA,NA,NA
2011216517,"PHONE","Health","Health-Rat-","Rat Control Treatment","11/04/2011",11,2011,"RESOL","N","11/15/2011",11,2011,11,"8904 STARK AVE","8904 STARK AVE
Kansas City, Missouri 64138
(38.96173008600044, -94.48367099399968)",64138,"White Oak",5,66602,2793255.09,1017726.56,NA,NA,NA
2011216323,"PHONE","Health","Health-Rat-","Rat Control Treatment","11/04/2011",11,2011,"RESOL","N","11/15/2011",11,2011,11,"8806 ARLINGTON AVE","8806 ARLINGTON AVE
Kansas City, Missouri 64138
(38.96324072900046, -94.4701501139997)",64138,"White Oak",5,66994,2797104.01,1018273.16,NA,NA,NA
2011215987,"PHONE","Health","Health-Rat-","Rat Control Treatment","11/04/2011",11,2011,"RESOL","N","11/15/2011",11,2011,11,"312 WABASH AVE","312 WABASH AVE
Kansas City, Missouri 64124
(39.110450563000484, -94.55244035899966)",64124,"Pendleton Heights",3,39856,2773743.85,1071879.27,NA,NA,NA
2011216327,"PHONE","Health","Health-Rat-","Rat Control Treatment","11/04/2011",11,2011,"RESOL","N","11/15/2011",11,2011,11,"2729 BROOKLYN AVE","2729 BROOKLYN AVE
Kansas City, Missouri 64109
(39.076170163000484, -94.55716010799966)",64109,"Key Coalition",3,26561,2772583.4,1059398.49,4,5,5
2011216447,"PHONE","Health","Health-Rat-","Rat Control Treatment","11/04/2011",11,2011,"RESOL","N","11/15/2011",11,2011,11,"11323 MARSH AVE","11323 MARSH AVE
Kansas City, Missouri 64134
(38.91656061800046, -94.49551069599966)",64134,"Ruskin Hills",6,73048,2790074.39,1001274.14,NA,NA,NA
2011216324,"PHONE","Health","Health-Rat-","Rat Control Treatment","11/04/2011",11,2011,"RESOL","N","11/15/2011",11,2011,11,"2725 BROOKLYN AVE","2725 BROOKLYN AVE
Kansas City, Missouri 64109
(39.076510086000496, -94.55714051899969)",64109,"Key Coalition",3,26559,2772587.22,1059493.75,5,5,5
2013140006,"PHONE","Health","Health-Rat-","Rat Control Treatment","10/09/2013",10,2013,"RESOL","N","10/28/2013",10,2013,19,"208 N JACKSON AVE","208 JACKSON AVE
Kansas City, Missouri 64123
(39.111510663000445, -94.53273056899968)",64123,"Scarritt Point",4,40604,2779377.13,1073305.52,NA,NA,NA
2010359384,"PHONE","Health","Health-Rat-","Rat Control Treatment","11/04/2010",11,2010,"RESOL","N","11/10/2010",11,2010,6,"3000 GRAND AVE","3000 GRAND AVE
Kansas City, Missouri 64108
(39.072610762000465, -94.58295049099968)",64108,"Union Hill",4,127317,2765076.78,1058117.33,NA,NA,NA
2010359558,"PHONE","Health","Health-Rat-","Rat Control Treatment","11/04/2010",11,2010,"RESOL","N","11/16/2010",11,2010,12,"1199 E 65TH ST","1199 65TH ST
Kansas City, Missouri 64131
(39.00948066800049, -94.57032032399968)",64131,"Neighbors United For Action",5,105343,2768732.87,1035000.35,NA,NA,NA
2007176224,"PHONE","Health","Health-Rat-","Rat Control Education","12/05/2007",12,2007,"RESOL","N","12/05/2007",12,2007,0,"9734 SHEPHERDS DR","9734 SHEPHERDS DR
Kansas City, Missouri 64131
(38.94979013700049, -94.5670005989997)",64131,"Linden Hills And Indian Height",6,151204,2769605.1,1013449.8,NA,NA,NA
2009313791,"PHONE","Health","Health-Rat-","Rat Control Treatment","11/04/2009",11,2009,"RESOL","N","11/13/2009",11,2009,9,"1603 ELMWOOD AVE","1603 ELMWOOD AVE
Kansas City, Missouri 64127
(39.09234014200047, -94.52893034199968)",64127,"East Community Team North",3,8864,2780578.58,1065280.36,NA,NA,NA
2013139889,"PHONE","Health","Health-Rat-","Rat Control Treatment","10/09/2013",10,2013,"RESOL","N","10/28/2013",10,2013,19,"4154 INDIANA AVE","4154 INDIANA AVE
Kansas City, Missouri 64130
(39.04957087600047, -94.54465092999965)",64130,"Oak Park Southeast",3,30354,2775926.34,1049720,NA,NA,NA
2013139942,"PHONE","Health","Health-Rat-","Rat Control Treatment","10/09/2013",10,2013,"RESOL","N","10/28/2013",10,2013,19,"3731 BENTON BLVD","3731 BENTON BLVD
Kansas City, Missouri 64128
(39.05761035000046, -94.54656026199967)",64128,"Oak Park Northwest",3,29129,2775595.26,1052639.51,NA,NA,NA
2008238306,"PHONE","Health","Health-Rat-","Rat Control Treatment","09/23/2008",9,2008,"RESOL","N","10/17/2008",10,2008,24,"3829 ASKEW AVE","3829 ASKEW AVE
Kansas City, Missouri 64128
(39.0558508150005, -94.54202026899969)",64128,"Palestine West And Oak Park No",3,28162,2776866.16,1051998.04,NA,NA,NA
2008273744,"PHONE","Health","Health-Rat-","Rat Control Treatment","11/04/2008",11,2008,"RESOL","N","11/24/2008",11,2008,20,"3311 E 68TH ST","3311 68TH ST
Kansas City, Missouri 64132
(39.003060151000454, -94.54767106199967)",64132," ",NA,0,0,0,NA,NA,NA
2013140206,"PHONE","Health","Health-Rat-","Rat Control Treatment","10/10/2013",10,2013,"RESOL","N","10/28/2013",10,2013,18,"2631 E 10TH ST","2631 10TH ST
Kansas City, Missouri 64127
(39.101500786000486, -94.5495400639997)",64127,"Independence Plaza",3,10702,2774619.66,1068539.45,NA,NA,NA
2013140249,"PHONE","Health","Health-Rat-","Rat Control Treatment","10/10/2013",10,2013,"RESOL","N","10/28/2013",10,2013,18,"1603 ELMWOOD AVE","1603 ELMWOOD AVE
Kansas City, Missouri 64127
(39.09234014200047, -94.52893034199968)",64127,"East Community Team North",3,8864,2780578.58,1065280.36,NA,NA,NA
2011215595,"PHONE","Health","Health-Rat-","Rat Control Treatment","11/03/2011",11,2011,"RESOL","N","11/15/2011",11,2011,12,"5542 BONITA AVE","5542 BONITA AVE
Kansas City, Missouri 64128
(39.073840248000465, -94.51837082599968)",64128,"South Blue Valley",3,21594,2783484.68,1058621.27,3,4,4
2011215952,"PHONE","Health","Health-Rat-","Rat Control Treatment","11/03/2011",11,2011,"RESOL","N","11/15/2011",11,2011,12,"5706 WABASH AVE","5706 WABASH AVE
Kansas City, Missouri 64130
(39.0226408850005, -94.55657013899969)",64130,"Blue Hills",5,148366,2772536.25,1039911.68,5,5,5
2012086066,"PHONE","Health","Health-Rat-","Rat Control Treatment","06/27/2012",6,2012,"RESOL","N","07/18/2012",7,2012,21,"427 ELMWOOD AVE","427 ELMWOOD AVE
Kansas City, Missouri 64124
(39.107541050000464, -94.5282700839997)",64124,"South Indian Mound",4,44544,2780778.03,1070837.41,NA,NA,NA
2011215413,"PHONE","Health","Health-Rat-","Rat Control Treatment","11/03/2011",11,2011,"RESOL","N","11/15/2011",11,2011,12,"1322 CLEVELAND AVE","1322 CLEVELAND AVE
Kansas City, Missouri 64127
(39.096140369000466, -94.5377107329997)",64127,"Lykins",3,11433,2777912.94,1066677.96,NA,NA,NA
2011215747,"PHONE","Health","Health-Rat-","Rat Control Treatment","11/03/2011",11,2011,"RESOL","N","11/15/2011",11,2011,12,"5119 BROOKLYN AVE","5119 BROOKLYN AVE
Kansas City, Missouri 64130
(39.03321077100048, -94.55944047499969)",64130,"Blue Hills",5,145384,2771925.25,1043753.57,5,5,5
2013140226,"PHONE","Health","Health-Rat-","Rat Control Treatment","10/10/2013",10,2013,"RESOL","N","10/28/2013",10,2013,18,"2102 WABASH AVE","2102 WABASH AVE
Kansas City, Missouri 64127
(39.08654070400047, -94.55318012399965)",64127,"Wendell Phillips",3,13109,2773534.45,1063190.59,NA,NA,NA
2010358257,"PHONE","Health","Health-Rat-","Rat Control Treatment","11/03/2010",11,2010,"RESOL","N","11/16/2010",11,2010,13,"2953 E 28TH ST","2953 28TH ST
Kansas City, Missouri 64128
(39.07464108400046, -94.54664092199965)",64128,"Santa Fe",3,24284,2775460.94,1058727.65,NA,NA,NA
2013140298,"PHONE","Health","Health-Rat-","Rat Control Treatment","10/10/2013",10,2013,"RESOL","N","10/28/2013",10,2013,18,"6004 SOUTH BENTON AVE","6004 BENTON AVE
Kansas City, Missouri 64130
(39.01727009700045, -94.55242077099967)",64130,"South Town Fork Creek",5,1110,2773721.48,1037955.09,NA,NA,NA
2009310337,"PHONE","Health","Health-Rat-","Rat Control Treatment","11/03/2009",11,2009,"RESOL","N","11/12/2009",11,2009,9,"7328 MONTGALL AVE","7328 MONTGALL AVE
Kansas City, Missouri 64132
(38.99323003000046, -94.55599054099969)",64132,"Noble And Gregory Ridge",5,3656,2772703.63,1029200.01,NA,NA,NA
2009310684,"PHONE","Health","Health-Rat-","Rat Control Treatment","11/03/2009",11,2009,"RESOL","N","11/12/2009",11,2009,9,"5125 SOUTH BENTON AVE","5125 BENTON AVE
Kansas City, Missouri 64130
(39.03232005700045, -94.5513502989997)",64130,"North Town Fork Creek",5,36152,2774219.96,1043429.65,NA,NA,NA
2009311442,"PHONE","Health","Health-Rat-","Rat Control Treatment","11/03/2009",11,2009,"RESOL","N","11/06/2009",11,2009,3,"8136 OAK ST","8136 OAK ST
Kansas City, Missouri 64114
(38.97961005200045, -94.5855408219997)",64114,"Waldo Homes",6,119082,2764292.06,1024246.99,NA,NA,NA
2014019890,"PHONE","Health","Health-Rat-","Rat Control Treatment","02/13/2014",2,2014,"RESOL","N","02/28/2014",2,2014,15,"5640 E 29TH TER","5640 29TH TER
Kansas City, Missouri 64128
(39.071607703000495, -94.51630969699966)",64128,"South Blue Valley",3,21971,2784082.74,1057803.12,NA,NA,NA
2008272082,"PHONE","Health","Health-Rat-","Rat Control Treatment","11/03/2008",11,2008,"RESOL","N","11/24/2008",11,2008,21,"1124 WOODLAND AVE","1124 WOODLAND AVE
Kansas City, Missouri 64106
(39.10007302700046, -94.56064995899965)",64106,"Parkview",3,12162,2771134.3,1068461.7,NA,NA,NA
2008272486,"PHONE","Health","Health-Rat-","Rat Control Treatment","11/03/2008",11,2008,"RESOL","N","11/24/2008",11,2008,21,"2100 E 45TH ST","2100 45TH ST
Kansas City, Missouri 64130
(39.044830387000445, -94.55964097099968)",64130,"Ivanhoe Southeast",3,137304,2771769.2,1048037,NA,NA,NA
2014025925,"PHONE","Health","Health-Rat-","Rat Control Treatment","02/28/2014",2,2014,"RESOL","N","03/14/2014",3,2014,14,"3023 OLIVE ST","3023 OLIVE ST
Kansas City, Missouri 64109
(39.07089942500045, -94.55506476199969)",64109,"Key Coalition",3,26952,2773163.5,1057479.63,NA,NA,NA
2008272624,"PHONE","Health","Health-Rat-","Rat Control Treatment","11/03/2008",11,2008,"RESOL","N","11/25/2008",11,2008,22,"5417 NORFLEET RD","5417 NORFLEET RD
Kansas City, Missouri 64133
(39.02207050600049, -94.43017052399966)",64133,"Blue Vue Hills",5,63132,2808662.29,1039696.96,NA,NA,NA
2008272248,"PHONE","Health","Health-Rat-","Rat Control Treatment","11/03/2008",11,2008,"RESOL","N","11/24/2008",11,2008,21,"2626 LOCKRIDGE ST","2626 LOCKRIDGE ST
Kansas City, Missouri 64128
(39.075970818000485, -94.55129038099966)",64128,"Santa Fe",3,24507,2774156.6,1059445,NA,NA,NA
2012106973,"WEB","Health","Health-Rat-","Rat Control Treatment","08/07/2012",8,2012,"RESOL","Y","08/31/2012",8,2012,24,"3556 BELL ST","3556 BELL ST
Kansas City, Missouri 64111
(39.0625305960005, -94.6060802559997)",64111,"Volker",4,130151,2758485.91,1054448.21,NA,NA,NA
2008271835,"PHONE","Health","Health-Rat-","Rat Control Treatment","11/03/2008",11,2008,"RESOL","N","11/10/2008",11,2008,7,"1524 CHELSEA AVE","1524 CHELSEA AVE
Kansas City, Missouri 64127
(39.093200896000496, -94.52567053499968)",64127,"East Community Team North",3,8720,2781329.6,1065605.9,NA,NA,NA
2008271826,"PHONE","Health","Health-Rat-","Rat Control Treatment","11/03/2008",11,2008,"RESOL","N","11/24/2008",11,2008,21,"2408 E 55TH ST","2408 55TH ST
Kansas City, Missouri 64130
(39.02659090900045, -94.55687088499968)",64130,"Blue Hills",5,145974,2772561.8,1041438,NA,NA,NA
2008272008,"WEB","Health","Health-Rat-","Rat Control Treatment","11/03/2008",11,2008,"RESOL","N","11/10/2008",11,2008,7,"1625 SPRUCE AVE","1625 SPRUCE AVE
Kansas City, Missouri 64127
(39.09174095500049, -94.53222010799965)",64127,"East Community Team North",3,8553,2779643.57,1065078.09,NA,NA,NA
